,time,location,operator,route,aircraft_type,aboard,fatalities,description,month,year,day,latitude,longitude
1140,08:25,"Cranbrook, Canada",Eagle Flight - Air Taxi,"Portland, OR - Cranbrook, Canada",Cessna T337B,4   (passengers:3  crew:1),4   (passengers:3  crew:1),Descended below minimum approach altitude for unknown reasons.,September,1970,22,49.5107477,-115.7672772
2378,13:30,"Praia, Cape Verde",Cabo Verde Airlines,Sao Nicolau - Praia,de Havilland Canada DHC-6 Twin Otter 300,22   (passengers:20  crew:2),1   (passengers:1  crew:0),"The aircraft crashed to the ground while making a final turn for landing in low clouds, reduced visibility and strong, rapidly veering wind conditions associated with the approach of a severe thunderstorm.",September,1998,28,14.9160169,-23.5096132
303,17:00,"Pedro Bernardo, Spain",Aerovias Cuba International,Havana - Lisbon - Madrid,Douglas C-54B-15-DO,12   (passengers:7  crew:5),12   (passengers:7  crew:5),"Crashed in Gredos mountain range about 100 miles west of Madrid while en route and in adverse weather conditions.  The plane was named ""Ruta de Colon.""",February,1947,6,40.2439312,-4.9108472
1829,11:22,"Berdiansk, USSR",Aeroflot,Odessa - 	Berdyansk,Yakovlev YAK-40,29   (passengers:24  crew:5),8   (passengers:6  crew:2),"The aircraft landed at a high rate of speed and a go-around was initiated but then aborted. The aircraft overran the runway, crashed into trees and caught fire.",June,1987,19,,
2251,14:52,"Near Dubrovnik, Croatia",Military - U.S. Air Force,Tizla - Dubrovnik,Boeing B-737-T43,35   (passengers:29  crew:6),35   (passengers:29  crew:6),"The aircraft strayed off course and hit St. John Hill at an altitude of 2,200 feet, 16km SE of Dubrovnik while attempting to land in poor weather conditions. U.S. Secretary of Commerce, Ron Brown, 55, killed. Crew error.  Failure of the crew to comply with directives that required a review of all instrument approach procedures, not approved by the Defense Dept. Preflight planning errors, combined with errors made during the flight by the crew. Rumors persist that the accident was a result of sabotage.",April,1996,3,,
1567,10:08,"Covington, Kentucky",Comair,"Covington, KY - Nashville, TN",Piper PA-31,8   (passengers:7  crew:1),8   (passengers:7  crew:1),The plane crashed after engine failure for undetermined reasons. Improper flap configueration. Plane overloaded. Hurried departure. Inadequate flight training.,October,1979,8,39.0836224,-84.508371
80,02:52,"Sunbright, Tennessee",American Airlines,"Louisville, KY - Nashville, TN",Lockheed Orion 9D,1   (passengers:0  crew:1),1   (passengers:0  crew:1),"Crashed into Big Pilot mountain, 50 feet from the top of the summit, four miles from Sunbright, in poor visibility.",December,1934,22,36.2434093,-84.6699442
605,17:25Z,"Kano, Nigeria",British Overseas Airways,Kano - Tripoli,Canadair C-4 Argonaut,45   (passengers:38  crew:7),32   (passengers:29  crew:3),"Loss of height and airspeed caused by the aircraft encountering an unpredictable thunderstorm cell which gave rise to a sudden reversal of wind direction, heavy rain, and possible downdraft conditions.",June,1956,24,11.9918671,8.5303654
1601,03:00,"Nouadhibou, Mauretania",Tarom,Bucurest  - Nouadhibou,Tupolev TU-154B-1,168   (passengers:152  crew:16),1   (passengers:1  crew:0),"The aircraft touched down in water 1,000 ft. short of the runway.",August,1980,7,20.9131304,-17.0501015
1289,04:42,"King Cove, Alaska",World Airways,"Travis AFB - Clark AFB - Yokota AFB, Japan",McDonnell Douglas DC-8-63F,6   (passengers:3  crew:3),6   (passengers:3  crew:3),"Hit mountain at 3,500 ft., in level flight, 15.5 miles east of airport in fog. Improper IFR operation.  Descended below MSA in mountainous terrain.",September,1973,8,55.0616667,-162.3102778
222,13:20,"Off Antilla, Cuba",Pan American World Airways,Antilla - Miami,Sikorsky S-42 (flying boat),31   (passengers:26  crew:5),17   (passengers:?  crew:?),"Crashed during the third attempt to lift from the water and sank into the ocean. Loss of control due to the captain's inexperience in handling the particular type of aircraft. The aircraft was named ""Hong Kong Clipper.""",August,1944,8,20.8295646,-75.7391417
2214,09:50,"La Romana, Dominican Republic",Salair,"Santo Domingo - Aguadilla, Puerto Rico",Convair CV-440,2   (passengers:0  crew:2),2   (passengers:0  crew:2),"After the cargo flight encountered problems en route, the crew tried to return to Santo Domingo but crashed.",June,1995,27,18.4272786,-68.9734597
6,c 13:40,"Near Amiens, Picrdie, France",Grands Express Aeriens (Air Union),Paris - London,Farman F-60 Goliath,6   (passengers:4  crew:2),6   (passengers:4  crew:2),"Broke-up in mid air after suffering structural failure at 3,000 ft. after a onboard fire weakened the plane's structure losing a wing. Possibly started by a passenger discarding a match after lighting a cigarette.",May,1923,14,,
1020,16:00,"Denver, Colorado",Frontier Airlines,"Denver, CO - Scottsbluff, NE",Douglas C-47A,2   (passengers:0  crew:2),2   (passengers:0  crew:2),The cargo plane crashed on takeoff. The failure of the crew to perform a pre-takeoff control check resulting in takeoff with the elevators immobilized by a control batten.,December,1967,21,39.7391428,-104.984696
2951,11:14,"Near Port Moresby, Papua New Guinea",Airlines  PNG,Port Moreby - Kokoda,de Havilland Canada DHC-6 Twin Otter 300,13   (passengers:11  crew:2),13   (passengers:11  crew:2),"The aircraft crashed on the eastern side of the Kokoda Gap, about 11 kms. southeast of Kokoda Airport. The aircraft impacted steep, heavily timbered terrain in a near-level altitude. Significant layers of clouds were in the area between the altitudes of 800 and 18,000 ft. with isolated showers and thunderstorms and embedded Cumulo Nimbus clouds.",August,2009,11,-9.4189857,147.149660350507
1808,20:49,"Near Peshawar, Pakistan",Pakistan International Airlines,Lahore - Peshawar,Fokker F-27 Friendship 600,54   (passengers:49  crew:5),13   (passengers:9  crew:4),"Crashed short of the runway on approach, broke up and landed inverted. Crew error. The aircraft was allowed to descent below MDA. Crew did not properly monitor the altitude.",October,1986,23,33.9739129,71.7483244
1905,19:03,"Lockerbie, Scotland",Pan American World Airways,London - New York City,Boeing B-747-121A,259   (passengers:243  crew:16),259   (passengers:243  crew:16),"The airliner disappeared from radar shortly after leveling off at FL 310 while on a flight from Heathrow Airport, London,  to New York. The aircraft broke up with two main sections of wreckage coming down in the town of Lockerbie. Detonation of an explosive device in the forward cargo area planted by terrorists.  Musician Paul Jeffreys killed. The aircraft was named ""Clipper Maid of the Seas.""",December,1988,21,55.1274321,-3.3542699
1061,06:53,"Port Angeles, Washington",Puget Sound Air - Air Taxi,Port Angeles - Seattle,Beechcraft C-45H,10   (passengers:8  crew:2),10   (passengers:8  crew:2),The plane crashed after a premature liftoff for unknown reasons.,February,1969,5,48.118146,-123.4307413
385,09:50,"Near Succoth Glen, Lochgoilhead, Scotland",Military - U.S. Air Force,RAF Scampton - Keflavik - Kansas,Boeing B-29A Superfortress,20   (passengers:16  crew:4),20   (passengers:16  crew:4),"The aircraft, part of the 301st BG  15 AFW, cashed into mountains after encountering icing conditions.  The aircraft lost height, clipped the summit of Beinn Tharsuinn in Argyll, and crashed in flames in Succoth Glen below.",January,1949,17,,
2936,07:00,"Near Wamena, Indonesia",Aviastar Mandiri,Jayapura - Wamena,British Aerospace BAe-146-300,6   (passengers:0  crew:6),6   (passengers:0  crew:6),The cargo plane crashed into Gunung Pike mountain while on approach and attempting to land at Wamena Airport.,April,2009,9,,
2259,12:07,"Fukuoka, Japan",Garuda Indonesia Airlines,Fukuoka - Denpasar,McDonnell Douglas DC-10-30,275   (passengers:260  crew:15),3   (passengers:3  crew:0),The aircraft overran the runway after an aborted takeoff. The fuel line in the No.3 engine was sheared and caught fire after the fanblade of the first stage HP turbine separated. During the slide the No. 1 engine and landing gear were lost ane the plane came to rest in a ditch. Three passengers were trapped in the wreckage and overcome by toxic fumes after a fire started. Pilot error. Improper procedures used by the captain after engine failure.,June,1996,13,33.6251241,130.6180016
2138,14:54,"New Delhi, India",Sahara,Training,Boeing 737-2R4C,4   (passengers:0  crew:4),4   (passengers:0  crew:4),Crashed during touch-and-go exercises. Application of wrong rudder by trainee pilot  during engine failure exercise. Captain did not guard/block the rudder control and give clear commands as instructor so as to obviate the application of wrong rudder control by the trainee pilot.,March,1994,8,28.6141793,77.2022662
293,02:09Z,"Near Shannon, Ireland",Trans Continental and Western Air,Paris - Shannon,Lockheed 049 Consellation,23   (passengers:14  crew:9),13   (passengers:9  crew:4),"Crashed 1 mile from the airport on an island situated on the Fergus River. Inaccurate altimeter reading caused by the reversal of the primary and static source lines which resulted in the pilot making his approach at too low an altitude. Also, restriction of vision from the cockpit because of fogging of an unheated windshield. The plane was named Cairo Skychief.",December,1946,28,,
993,20:07,"Near Marseille, Ohio",Lake Central Airlines,Colombus - Toledo,Convair CV-580,38   (passengers:35  crew:3),38   (passengers:35  crew:3),The aircraft crashed following the separation in flight of all four blades of the right propeller. No. 2 blade penetrated and destroyed the structural integrity of the fuselage. Malfunction of the hydraulic pitch control mechanism. Uncontrollable overspeeding. Propeller separation in flight. Omission of the torque piston nitriding process during manufacture and failure of quality control to detect the omission.,March,1967,5,,
1655,02:25,"Near Pacatuba, Brazil",VASP,Rio de Janerio - Fortaleza,Boeing B-727-212A,137   (passengers:128  crew:9),137   (passengers:128  crew:9),"The aircraft crashed into a 2,500 ft. mountain (Serra da Aratanha) during an approach in heavy rain and fog. Despite two altitude alert system warnings and the co-pilot's warning of the mountains ahead, the captain continued to descend below the minimum descend altitude. Non-observance of air traffic and carrier's procedures.",June,1982,8,,
813,14:35,"Municipio de Marulanda, Colombia",Avianca,Manizales - Bogota,Douglas C-47A,2   (passengers:0  crew:2),2   (passengers:0  crew:2),"After taking off the crew of the cargo plane declared an emergency and crashed shortly after. The faulty procedure on the part of the pilot who made the en route climb from Manizales to San Felix at a low altitude, so that the aircraft became trapped in a canyon and crashed in the San Felix pass at La Aguadita after stalling during a turn at 9,000 ft.",February,1962,25,5.2841316,-75.2595401
2966,06:15,"Morobe Province, Papua, New Guinea",Kiunga Aviation,Lae Nadzab - Baindoang Airstrip,Cessna A185E Skywagon,7   (passengers:6  crew:1),6   (passengers:6  crew:0),After an engine fire the aircraft crashed in mountainous terrain. The pilot was the lone survivor.,December,2009,30,,
1579,01:23,Over the Atlantic Ocean,Private charter,Shreveport - Baton Rouge,Cessna 441 Conquest,2   (passengers:1  crew:1),2   (passengers:1  crew:1),"The plane was on a 45 minute fight from Shreveport to Baton Rouge Louisiana. The aircraft climbed past its assigned altitude and veered to the northeast. The FAA  tried to contact the aircraft without success. Fighter jets was scrambled to intercept the plane but observed no one at the controls and got no response to radio calls. The plane rose to an altitude of 41,600 feet and headed out to sea. The plane eventually ran out of fuel, descended to about 25,000 feet, went into a spin and crashed into 1,100 feet of water. No wreckage or remains were ever recovered. The official cause remains unknown although it is believed the occupants lost consciousness due to oxygen deprivation. Louisiana State University football coach Robert ""Bo"" Rein, 34, was killed.",January,1980,11,-34.2851291,18.449738
